ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount
168,Charlie,35.0,Female,200.0,40.0,,Clothing,20.0
169,Alice,35.0,Other,400.0,24.992101105845183,,Furniture,20.0
170,David,25.0,Other,248.95738893925656,24.992101105845183,,Clothing,15.0
171,Alice,35.0,,200.0,30.0,,Grocery,5.0
172,Alice,25.0,Male,200.0,40.0,,Electronics,
173,Bob,35.0,Female,100.0,40.0,2023-01-01,Electronics,10.0
174,David,20.0,Male,100.0,40.0,2023-01-01,Clothing,
175,David,20.0,Other,248.95738893925656,20.0,,Grocery,15.0
176,Bob,25.0,Other,200.0,10.0,2023-02-15,,15.0
177,Charlie,35.0,Other,200.0,10.0,,Electronics,10.0
178,Alice,35.0,Male,300.0,30.0,,Furniture,
179,Eve,25.0,,248.95738893925656,40.0,2023-01-01,Grocery,10.0
180,Alice,30.0,,248.95738893925656,40.0,,Grocery,10.0
181,Alice,25.0,Other,300.0,24.992101105845183,2023-01-01,Electronics,5.0
182,Charlie,30.0,Female,300.0,20.0,2023-02-15,,
183,Alice,30.0,Male,100.0,20.0,,Furniture,5.0
184,Bob,25.0,Other,248.95738893925656,30.0,2023-02-15,,5.0
185,Bob,35.0,Male,248.95738893925656,10.0,2023-02-15,Furniture,5.0
186,David,25.0,Male,300.0,40.0,2023-02-15,Electronics,20.0
187,Eve,30.0,,400.0,30.0,,Grocery,15.0
188,Alice,35.0,Other,400.0,20.0,2023-01-01,Furniture,15.0
189,Alice,20.0,,100.0,20.0,,Grocery,20.0
190,Charlie,25.0,Other,400.0,20.0,,Clothing,10.0
191,Bob,25.0,Male,400.0,40.0,2023-01-01,Clothing,
192,Eve,35.0,,400.0,40.0,,Electronics,
193,David,20.0,Male,200.0,40.0,2023-01-01,Electronics,
194,Bob,20.0,Other,100.0,24.992101105845183,,Electronics,5.0
195,David,35.0,Female,300.0,10.0,,Clothing,
196,Charlie,25.0,,400.0,20.0,,Furniture,
197,Charlie,25.0,,200.0,20.0,,,
198,Alice,25.0,Male,400.0,24.992101105845183,2023-01-01,Electronics,15.0
199,Eve,30.0,Male,200.0,20.0,,,20.0
200,David,35.0,Female,100.0,20.0,,,10.0
201,Bob,30.0,,400.0,40.0,,Clothing,20.0
202,Charlie,30.0,Other,200.0,40.0,,Furniture,
203,Alice,20.0,Other,248.95738893925656,10.0,2023-02-15,Clothing,10.0
204,Alice,25.0,,248.95738893925656,20.0,,Electronics,10.0
205,David,30.0,,200.0,30.0,,Clothing,20.0
206,Charlie,20.0,,400.0,20.0,2023-01-01,Clothing,20.0
207,Eve,35.0,Female,400.0,20.0,2023-02-15,Clothing,20.0
208,Charlie,30.0,Other,100.0,10.0,2023-01-01,Electronics,20.0
209,David,25.0,Other,100.0,30.0,,Electronics,5.0
210,David,30.0,Male,300.0,20.0,2023-02-15,Clothing,15.0
211,Charlie,35.0,Male,100.0,30.0,2023-01-01,Clothing,15.0
212,David,30.0,,400.0,40.0,2023-01-01,,
213,Charlie,25.0,Male,300.0,40.0,,Furniture,5.0
214,Bob,20.0,Female,100.0,30.0,,,10.0
215,Charlie,25.0,Other,200.0,20.0,,Furniture,20.0
216,Charlie,20.0,Other,248.95738893925656,30.0,,Furniture,
217,David,25.0,Male,100.0,30.0,2023-02-15,Clothing,10.0
218,David,25.0,,100.0,40.0,2023-02-15,,15.0
219,Alice,25.0,Male,200.0,30.0,,Furniture,10.0
220,Alice,35.0,,400.0,24.992101105845183,2023-02-15,Furniture,20.0
221,Bob,30.0,Female,200.0,24.992101105845183,,Electronics,20.0
222,Alice,20.0,Other,100.0,40.0,,Furniture,15.0
223,Charlie,20.0,Female,400.0,20.0,2023-01-01,Clothing,20.0
224,David,35.0,Other,300.0,20.0,,Grocery,5.0
225,Alice,35.0,Female,100.0,40.0,2023-02-15,Electronics,
226,Alice,30.0,Male,200.0,20.0,,Grocery,15.0
227,Bob,30.0,Female,300.0,10.0,,Clothing,15.0
228,Bob,25.0,Female,248.95738893925656,24.992101105845183,2023-01-01,Grocery,10.0
229,Charlie,25.0,Male,300.0,10.0,2023-01-01,Furniture,15.0
230,David,30.0,Other,200.0,10.0,,Grocery,
231,Bob,35.0,Other,300.0,10.0,,,5.0
232,Alice,30.0,Male,200.0,40.0,2023-01-01,Clothing,10.0
233,David,20.0,Female,100.0,10.0,2023-01-01,,
234,David,25.0,Female,400.0,30.0,,Grocery,15.0
235,Alice,25.0,Female,248.95738893925656,20.0,,,20.0
236,Bob,20.0,,400.0,40.0,,Electronics,20.0
237,Alice,20.0,Other,400.0,30.0,2023-02-15,Grocery,
238,David,25.0,Female,400.0,30.0,2023-02-15,,5.0
239,Eve,25.0,Other,200.0,24.992101105845183,,Furniture,20.0
240,Eve,35.0,Female,200.0,24.992101105845183,2023-02-15,Grocery,
241,Charlie,25.0,Male,248.95738893925656,30.0,,Electronics,10.0
242,Alice,30.0,Male,200.0,24.992101105845183,,Furniture,15.0
243,Alice,20.0,Other,200.0,20.0,2023-01-01,Grocery,5.0
244,Charlie,30.0,Other,200.0,20.0,2023-02-15,Furniture,5.0
245,Charlie,35.0,Male,200.0,24.992101105845183,,Grocery,10.0
246,Charlie,30.0,,100.0,10.0,2023-02-15,Grocery,5.0
247,David,25.0,Male,248.95738893925656,30.0,2023-02-15,Clothing,
248,Alice,30.0,Female,200.0,20.0,,,5.0
249,David,35.0,,248.95738893925656,24.992101105845183,2023-02-15,Grocery,5.0
250,Charlie,35.0,Male,300.0,24.992101105845183,,Electronics,5.0
251,Alice,35.0,,100.0,20.0,2023-01-01,,
252,David,25.0,,200.0,20.0,2023-02-15,Clothing,15.0
253,David,35.0,,100.0,10.0,,,20.0
254,Charlie,20.0,Other,100.0,24.992101105845183,,,5.0
255,Alice,35.0,Male,300.0,24.992101105845183,2023-02-15,Grocery,10.0
256,Charlie,30.0,Other,248.95738893925656,40.0,2023-01-01,Electronics,10.0
257,Alice,30.0,Other,100.0,10.0,2023-02-15,Grocery,
258,Eve,30.0,Female,400.0,20.0,,Electronics,15.0
259,Bob,25.0,Female,300.0,20.0,2023-02-15,Electronics,5.0
260,Bob,30.0,,400.0,30.0,2023-02-15,Furniture,
261,Bob,25.0,,300.0,20.0,,Grocery,20.0
262,Charlie,25.0,Female,400.0,24.992101105845183,2023-02-15,Clothing,15.0
263,Eve,35.0,Female,400.0,20.0,2023-01-01,,15.0
264,Alice,20.0,Male,100.0,24.992101105845183,2023-02-15,Furniture,
265,David,35.0,,100.0,24.992101105845183,,Clothing,10.0
266,Alice,35.0,,300.0,10.0,,Grocery,15.0
267,David,25.0,Female,248.95738893925656,20.0,2023-02-15,Electronics,10.0
268,Alice,25.0,Male,100.0,10.0,2023-02-15,Grocery,15.0
269,Eve,30.0,Female,100.0,24.992101105845183,,Grocery,15.0
270,David,30.0,Female,200.0,20.0,,Furniture,15.0
271,Charlie,35.0,Other,100.0,20.0,,Clothing,20.0
272,Alice,25.0,,248.95738893925656,10.0,2023-02-15,Furniture,10.0
273,Alice,25.0,Male,200.0,10.0,2023-01-01,Clothing,20.0
274,David,30.0,Other,400.0,24.992101105845183,,Furniture,10.0
275,Charlie,25.0,,400.0,24.992101105845183,,,20.0
276,Charlie,30.0,Female,200.0,20.0,2023-02-15,Electronics,20.0
277,Eve,25.0,Male,200.0,20.0,,Electronics,20.0
278,Charlie,35.0,,200.0,40.0,,Electronics,
279,Charlie,20.0,Female,300.0,40.0,2023-01-01,,20.0
280,Charlie,35.0,Other,248.95738893925656,30.0,,,15.0
281,Bob,30.0,Male,248.95738893925656,24.992101105845183,,Electronics,5.0
282,Eve,30.0,,400.0,30.0,,Electronics,20.0
283,Alice,35.0,Other,400.0,30.0,2023-02-15,Clothing,5.0
284,David,30.0,Female,400.0,10.0,2023-01-01,Clothing,5.0
285,Alice,25.0,Female,100.0,10.0,2023-01-01,Grocery,15.0
286,Eve,25.0,,400.0,40.0,,Furniture,5.0
287,David,30.0,Female,200.0,30.0,2023-01-01,Clothing,5.0
288,Eve,30.0,Male,400.0,40.0,,Clothing,5.0
289,Charlie,25.0,,200.0,24.992101105845183,,Clothing,10.0
290,David,30.0,Other,300.0,20.0,2023-01-01,Clothing,20.0
291,Charlie,30.0,,100.0,10.0,2023-02-15,,20.0
292,Alice,35.0,,100.0,24.992101105845183,,Grocery,5.0
293,Alice,20.0,Other,248.95738893925656,24.992101105845183,,Clothing,15.0
294,David,25.0,Female,300.0,10.0,,Furniture,10.0
295,David,35.0,Other,200.0,10.0,2023-01-01,Clothing,15.0
296,Eve,20.0,Male,300.0,30.0,2023-01-01,,15.0
297,Eve,30.0,Female,100.0,40.0,,Electronics,5.0
298,Charlie,30.0,,200.0,24.992101105845183,,Electronics,
299,David,35.0,Female,300.0,30.0,,Grocery,5.0
300,Alice,30.0,Female,100.0,30.0,,Electronics,
301,Eve,25.0,Male,200.0,24.992101105845183,,Clothing,10.0
302,Eve,35.0,Female,200.0,24.992101105845183,,,
303,Alice,20.0,Female,100.0,20.0,2023-02-15,Grocery,5.0
304,Eve,35.0,Female,200.0,40.0,2023-02-15,Clothing,5.0
305,Charlie,25.0,,100.0,24.992101105845183,,Electronics,15.0
306,David,35.0,Female,400.0,10.0,2023-02-15,Furniture,5.0
307,Alice,30.0,Other,400.0,20.0,2023-02-15,Clothing,5.0
308,David,30.0,Female,200.0,40.0,2023-01-01,Furniture,20.0
309,Eve,25.0,Male,200.0,10.0,,Furniture,20.0
310,Eve,25.0,Female,100.0,10.0,2023-01-01,Grocery,15.0
311,Alice,25.0,Female,200.0,40.0,,,
312,Charlie,20.0,,248.95738893925656,20.0,2023-01-01,Electronics,
313,Bob,25.0,Other,400.0,10.0,,Electronics,20.0
314,Alice,20.0,Female,200.0,30.0,2023-02-15,Clothing,10.0
315,Bob,25.0,Other,200.0,40.0,2023-01-01,Electronics,20.0
316,Bob,20.0,Male,300.0,40.0,2023-02-15,Grocery,10.0
317,Charlie,35.0,,200.0,24.992101105845183,,Electronics,
318,Bob,35.0,Other,248.95738893925656,20.0,2023-02-15,Clothing,20.0
319,Bob,30.0,,400.0,30.0,,Electronics,5.0
320,Charlie,20.0,Female,300.0,30.0,2023-02-15,,10.0
321,Bob,25.0,Male,100.0,24.992101105845183,2023-01-01,Furniture,10.0
322,Bob,30.0,,100.0,10.0,2023-01-01,Furniture,10.0
323,Bob,35.0,Female,400.0,10.0,2023-02-15,Furniture,
324,Alice,20.0,Other,100.0,30.0,,,15.0
325,Alice,25.0,Male,248.95738893925656,20.0,,Grocery,5.0
326,Alice,25.0,Male,200.0,10.0,,Clothing,20.0
327,Charlie,35.0,Other,400.0,40.0,,,10.0
328,Eve,30.0,Other,300.0,24.992101105845183,2023-02-15,Clothing,
329,Bob,20.0,Male,200.0,20.0,2023-01-01,Grocery,10.0
330,Bob,25.0,,100.0,10.0,,,20.0
331,Charlie,20.0,Male,100.0,30.0,2023-02-15,Electronics,5.0
332,Bob,25.0,Other,300.0,24.992101105845183,,Grocery,10.0
333,Alice,30.0,,248.95738893925656,10.0,2023-01-01,Furniture,
334,Eve,20.0,Female,300.0,30.0,,,
335,David,35.0,Male,400.0,10.0,2023-02-15,Grocery,15.0
336,Bob,30.0,Other,300.0,24.992101105845183,,Grocery,
337,Alice,35.0,Female,100.0,40.0,,,15.0
338,David,20.0,Male,248.95738893925656,40.0,,Furniture,5.0
339,Eve,30.0,Male,248.95738893925656,30.0,2023-01-01,Furniture,20.0
340,David,35.0,,300.0,40.0,2023-01-01,Grocery,15.0
341,Alice,25.0,Other,400.0,24.992101105845183,2023-01-01,Clothing,10.0
342,David,25.0,Female,100.0,30.0,2023-01-01,Grocery,10.0
343,Charlie,20.0,Male,200.0,10.0,2023-02-15,,20.0
344,David,30.0,,248.95738893925656,20.0,,,
345,Bob,25.0,Female,300.0,10.0,,,10.0
346,Bob,30.0,Female,400.0,24.992101105845183,,Furniture,15.0
347,Charlie,25.0,Male,400.0,30.0,,Electronics,20.0
348,Alice,35.0,Female,100.0,10.0,2023-02-15,,10.0
349,Bob,25.0,Male,248.95738893925656,30.0,2023-01-01,,
350,Eve,20.0,,100.0,40.0,,Clothing,
351,Bob,25.0,,200.0,20.0,,Clothing,10.0
352,Bob,20.0,Female,200.0,24.992101105845183,2023-01-01,Grocery,20.0
353,Alice,25.0,Male,200.0,10.0,,Grocery,5.0
354,David,20.0,Other,400.0,20.0,,Grocery,10.0
355,Bob,20.0,,248.95738893925656,24.992101105845183,2023-01-01,,
356,Charlie,25.0,Male,100.0,24.992101105845183,,Clothing,5.0
357,David,25.0,Male,100.0,40.0,2023-01-01,Grocery,20.0
358,Eve,20.0,Male,200.0,30.0,,Clothing,
359,Alice,25.0,Female,248.95738893925656,30.0,,,20.0
360,Eve,25.0,Other,248.95738893925656,20.0,,,10.0
361,David,30.0,Female,300.0,40.0,,Grocery,20.0
362,David,35.0,,248.95738893925656,24.992101105845183,,,
363,David,20.0,Female,248.95738893925656,40.0,,,10.0
364,Eve,20.0,Male,100.0,40.0,,Clothing,
365,David,35.0,Female,248.95738893925656,20.0,,Electronics,
366,Eve,25.0,Male,248.95738893925656,30.0,,Furniture,5.0
367,David,35.0,Other,100.0,40.0,2023-01-01,Grocery,15.0
368,Charlie,25.0,Female,248.95738893925656,40.0,2023-02-15,Electronics,20.0
369,David,35.0,Female,100.0,40.0,2023-02-15,Grocery,20.0
370,Eve,20.0,Female,300.0,10.0,,Electronics,5.0
371,Bob,35.0,Male,400.0,40.0,2023-01-01,,20.0
372,David,30.0,Male,100.0,40.0,,Grocery,5.0
373,Bob,25.0,Female,100.0,24.992101105845183,2023-01-01,Electronics,20.0
374,Charlie,35.0,Female,248.95738893925656,10.0,,Furniture,20.0
375,Alice,20.0,Other,100.0,40.0,,,
376,Charlie,25.0,Other,200.0,40.0,,Grocery,5.0
377,David,20.0,,200.0,20.0,,Grocery,20.0
378,Bob,25.0,Other,300.0,20.0,,Electronics,15.0
379,Bob,30.0,Other,100.0,10.0,2023-02-15,Grocery,5.0
380,Eve,25.0,Other,248.95738893925656,24.992101105845183,2023-01-01,,5.0
381,Bob,30.0,Male,248.95738893925656,10.0,2023-01-01,Clothing,5.0
382,Eve,35.0,Other,400.0,10.0,2023-02-15,Electronics,
383,Alice,25.0,Other,300.0,20.0,2023-02-15,Furniture,5.0
384,David,35.0,Female,248.95738893925656,20.0,2023-02-15,Grocery,
385,Eve,30.0,Male,400.0,24.992101105845183,2023-02-15,,15.0
386,Alice,30.0,,248.95738893925656,40.0,,Grocery,10.0
387,Bob,30.0,,400.0,24.992101105845183,2023-01-01,Furniture,
388,Bob,20.0,Other,200.0,40.0,2023-01-01,,20.0
389,Alice,25.0,,200.0,30.0,2023-02-15,Furniture,5.0
390,Bob,35.0,,248.95738893925656,20.0,,,10.0
391,Alice,35.0,,300.0,30.0,,Clothing,
392,Eve,25.0,Other,100.0,30.0,,,20.0
393,Eve,30.0,,300.0,20.0,,Furniture,10.0
394,Alice,30.0,Other,300.0,30.0,,Electronics,15.0
395,Eve,30.0,Female,100.0,10.0,2023-01-01,Clothing,
396,Eve,35.0,Female,200.0,40.0,2023-01-01,Grocery,
397,Eve,25.0,,200.0,24.992101105845183,2023-01-01,Clothing,15.0
398,Charlie,20.0,Female,100.0,20.0,,Clothing,
399,David,25.0,Other,400.0,10.0,2023-02-15,Grocery,5.0
400,Bob,20.0,Female,300.0,24.992101105845183,,,
401,Charlie,35.0,,248.95738893925656,24.992101105845183,2023-01-01,Clothing,5.0
402,Eve,30.0,Other,200.0,24.992101105845183,,Clothing,
403,Alice,25.0,Male,248.95738893925656,30.0,2023-02-15,Electronics,20.0
404,Eve,35.0,Other,100.0,30.0,2023-02-15,Electronics,20.0
405,David,35.0,Female,248.95738893925656,30.0,,Furniture,10.0
406,Eve,35.0,Male,248.95738893925656,30.0,2023-01-01,Grocery,20.0
407,Alice,25.0,Other,300.0,10.0,,,15.0
408,David,25.0,Male,100.0,30.0,2023-01-01,,10.0
409,Eve,25.0,Male,248.95738893925656,20.0,,Furniture,20.0
410,David,25.0,Male,200.0,24.992101105845183,2023-01-01,,5.0
411,Bob,20.0,Other,100.0,10.0,,,
412,Bob,25.0,Female,200.0,30.0,,Electronics,20.0
413,Eve,25.0,Other,400.0,24.992101105845183,2023-01-01,,5.0
414,David,25.0,Female,248.95738893925656,10.0,,,10.0
415,Alice,25.0,Other,100.0,24.992101105845183,2023-01-01,Furniture,
416,Eve,35.0,Other,200.0,10.0,2023-02-15,Furniture,20.0
417,Bob,30.0,Other,248.95738893925656,40.0,2023-02-15,Clothing,10.0
418,Bob,25.0,Female,300.0,10.0,2023-01-01,,20.0
419,Eve,25.0,Other,200.0,30.0,,,10.0
